n,cogram_point
1335,1800.33571389122
1336,1801.44617836099
1337,1802.55652187073
1338,1803.66674453442
1339,1804.77684646585
1340,1805.88682777864
1341,1806.99668858618
1342,1808.10642900171
1343,1809.21604913824
1344,1810.32554910862
1345,1811.43492902547
1346,1812.54418900126
1347,1813.65332914824
1348,1814.76234957849
1349,1815.87125040389
1350,1816.98003173612
1351,1818.08869368671
1352,1819.19723636695
1353,1820.30565988798
1354,1821.41396436074
1355,1822.52214989598
1356,1823.63021660428
1357,1824.73816459601
1358,1825.84599398138
1359,1826.95370487039
1360,1828.06129737287
1361,1829.16877159846
1362,1830.27612765663
1363,1831.38336565666
1364,1832.49048570762
1365,1833.59748791845
1366,1834.70437239787
1367,1835.81113925442
1368,1836.91778859648
1369,1838.02432053222
1370,1839.13073516967
1371,1840.23703261664
1372,1841.34321298079
1373,1842.44927636958
1374,1843.55522289031
1375,1844.66105265008
1376,1845.76676575584
1377,1846.87236231434
1378,1847.97784243216
1379,1849.08320621572
1380,1850.18845377123
1381,1851.29358520476
1382,1852.39860062218
1383,1853.5035001292
1384,1854.60828383135
1385,1855.71295183399
1386,1856.8175042423
1387,1857.92194116129
1388,1859.0262626958
1389,1860.13046895049
1390,1861.23456002986
1391,1862.33853603824
1392,1863.44239707978
1393,1864.54614325845
1394,1865.64977467807
1395,1866.75329144228
1396,1867.85669365456
1397,1868.95998141821
1398,1870.06315483636
1399,1871.16621401199
1400,1872.26915904789
1401,1873.37199004669
1402,1874.47470711086
1403,1875.57731034271
1404,1876.67979984435
1405,1877.78217571777
1406,1878.88443806476
1407,1879.98658698695
1408,1881.08862258583
1409,1882.19054496271
1410,1883.29235421871
1411,1884.39405045483
1412,1885.49563377189
1413,1886.59710427054
1414,1887.69846205127
