n,gram_point
723,1091.3854254494
724,1092.60359657069
725,1093.8215044581
726,1095.03914957502
727,1096.25653238337
728,1097.4736533436
729,1098.69051291472
730,1099.90711155429
731,1101.12344971843
732,1102.33952786183
733,1103.55534643773
734,1104.77090589799
735,1105.98620669303
736,1107.20124927186
737,1108.41603408211
738,1109.63056156999
739,1110.84483218033
740,1112.05884635659
741,1113.27260454085
742,1114.4861071738
743,1115.69935469478
744,1116.91234754179
745,1118.12508615144
746,1119.33757095903
747,1120.54980239849
748,1121.76178090244
749,1122.97350690216
750,1124.18498082762
751,1125.39620310745
752,1126.60717416899
753,1127.81789443827
754,1129.02836434001
755,1130.23858429766
756,1131.44855473336
757,1132.65827606797
758,1133.8677487211
759,1135.07697311105
760,1136.28594965489
761,1137.4946787684
762,1138.70316086613
763,1139.91139636136
764,1141.11938566614
765,1142.32712919128
766,1143.53462734637
767,1144.74188053974
768,1145.94888917852
769,1147.15565366862
770,1148.36217441475
771,1149.56845182039
772,1150.77448628783
773,1151.98027821816
774,1153.1858280113
775,1154.39113606596
776,1155.59620277967
777,1156.80102854879
778,1158.00561376852
779,1159.20995883288
780,1160.41406413473
781,1161.61793006577
782,1162.82155701657
783,1164.02494537654
784,1165.22809553394
785,1166.4310078759
786,1167.63368278843
787,1168.83612065639
788,1170.03832186355
789,1171.24028679252
790,1172.44201582484
791,1173.64350934092
792,1174.84476772005
793,1176.04579134046
794,1177.24658057926
795,1178.44713581248
796,1179.64745741504
797,1180.84754576082
798,1182.0474012226
799,1183.24702417208
800,1184.44641497992
801,1185.64557401569
802,1186.84450164791
803,1188.04319824406
804,1189.24166417055
805,1190.43989979275
806,1191.637905475
807,1192.83568158058
808,1194.03322847177
809,1195.23054650978
810,1196.42763605485
811,1197.62449746614
812,1198.82113110183
813,1200.01753731909
814,1201.21371647406
815,1202.4096689219
816,1203.60539501675
817,1204.80089511177
818,1205.99616955913
819,1207.19121870999
820,1208.38604291454
821,1209.58064252201
822,1210.77501788063
823,1211.96916933765
824,1213.16309723938
825,1214.35680193116
826,1215.55028375735
827,1216.74354306137
828,1217.93658018568
829,1219.12939547181
830,1220.32198926032
831,1221.51436189084
832,1222.70651370207
833,1223.89844503176
834,1225.09015621675
835,1226.28164759293
836,1227.4729194953
837,1228.6639722579
838,1229.85480621389
839,1231.0454216955
840,1232.23581903407
841,1233.42599856
842,1234.61596060283
843,1235.80570549117
844,1236.99523355277
845,1238.18454511445
846,1239.37364050218
847,1240.56252004102
848,1241.75118405516
849,1242.93963286792
850,1244.12786680173
851,1245.31588617817
852,1246.50369131795
853,1247.69128254089
854,1248.87866016599
855,1250.06582451138
856,1251.25277589431
857,1252.43951463123
858,1253.62604103769
859,1254.81235542844
860,1255.99845811737
861,1257.18434941754
862,1258.37002964117
863,1259.55549909964
864,1260.74075810354
865,1261.9258069626
866,1263.11064598573
867,1264.29527548106
868,1265.47969575585
869,1266.6639071166
870,1267.84790986897
871,1269.03170431782
872,1270.21529076722
873,1271.39866952042
874,1272.5818408799
875,1273.76480514733
876,1274.94756262359
877,1276.13011360877
878,1277.31245840219
879,1278.49459730238
880,1279.67653060709
881,1280.8582586133
882,1282.03978161721
883,1283.22109991425
884,1284.4022137991
885,1285.58312356565
886,1286.76382950705
887,1287.94433191569
888,1289.12463108319
889,1290.30472730043
890,1291.48462085754
891,1292.6643120439
892,1293.84380114814
893,1295.02308845816
894,1296.20217426111
895,1297.38105884342
896,1298.55974249077
897,1299.73822548811
898,1300.91650811969
899,1302.09459066898
900,1303.27247341879
901,1304.45015665117
902,1305.62764064746
903,1306.80492568829
904,1307.98201205358
905,1309.15890002254
906,1310.33558987366
907,1311.51208188475
908,1312.6883763329
909,1313.8644734945
910,1315.04037364526
911,1316.21607706017
912,1317.39158401356
913,1318.56689477905
914,1319.74200962957
915,1320.91692883738
916,1322.09165267405
917,1323.26618141049
918,1324.44051531689
919,1325.61465466281
920,1326.78859971712
921,1327.96235074802
922,1329.13590802304
923,1330.30927180905
924,1331.48244237227
925,1332.65541997823
926,1333.82820489183
927,1335.00079737731
928,1336.17319769824
929,1337.34540611757
930,1338.51742289756
931,1339.68924829986
932,1340.86088258547
933,1342.03232601474
934,1343.20357884738
935,1344.37464134247
936,1345.54551375844
937,1346.71619635312
938,1347.88668938368
939,1349.05699310668
940,1350.22710777803
941,1351.39703365305
942,1352.56677098642
943,1353.7363200322
944,1354.90568104383
945,1356.07485427414
946,1357.24383997537
947,1358.4126383991
948,1359.58124979635
949,1360.74967441751
950,1361.91791251237
951,1363.08596433011
952,1364.25383011932
953,1365.42151012799
954,1366.58900460352
955,1367.75631379271
956,1368.92343794176
957,1370.0903772963
958,1371.25713210135
959,1372.42370260136
960,1373.5900890402
961,1374.75629166115
962,1375.9223107069
963,1377.08814641958
964,1378.25379904074
965,1379.41926881136
966,1380.58455597183
967,1381.74966076199
968,1382.91458342111
969,1384.07932418789
970,1385.24388330046
971,1386.40826099639
972,1387.5724575127
973,1388.73647308585
974,1389.90030795174
975,1391.0639623457
976,1392.22743650254
977,1393.3907306565
978,1394.55384504126
979,1395.71677988999
980,1396.87953543527
981,1398.04211190916
982,1399.20450954319
983,1400.36672856833
984,1401.52876921502
985,1402.69063171317
986,1403.85231629213
987,1405.01382318076
988,1406.17515260736
989,1407.3363047997
990,1408.49727998503
991,1409.65807839009
992,1410.81870024106
993,1411.97914576364
994,1413.13941518299
995,1414.29950872373
996,1415.45942661001
997,1416.61916906542
998,1417.77873631307
999,1418.93812857555
1000,1420.09734607492
1001,1421.25638903275
1002,1422.41525767011
1003,1423.57395220755
1004,1424.73247286512
1005,1425.89081986238
1006,1427.04899341838
1007,1428.20699375167
1008,1429.36482108031
1009,1430.52247562186
1010,1431.67995759338
1011,1432.83726721146
1012,1433.99440469219
1013,1435.15137025115
1014,1436.30816410347
1015,1437.46478646377
1016,1438.62123754619
1017,1439.77751756438
1018,1440.93362673154
1019,1442.08956526036
1020,1443.24533336307
1021,1444.40093125141
1022,1445.55635913665
1023,1446.71161722959
1024,1447.86670574057
1025,1449.02162487944
1026,1450.17637485559
1027,1451.33095587794
1028,1452.48536815496
1029,1453.63961189463
1030,1454.79368730449
1031,1455.94759459162
1032,1457.10133396261
1033,1458.25490562363
1034,1459.40830978037
1035,1460.56154663808
1036,1461.71461640154
1037,1462.86751927509
1038,1464.02025546262
1039,1465.17282516756
1040,1466.3252285929
1041,1467.47746594118
1042,1468.62953741451
1043,1469.78144321453
1044,1470.93318354247
1045,1472.08475859907
1046,1473.23616858469
1047,1474.38741369922
1048,1475.5384941421
1049,1476.68941011237
1050,1477.84016180861
1051,1478.99074942897
1052,1480.14117317119
1053,1481.29143323255
1054,1482.44152980992
1055,1483.59146309974
1056,1484.74123329803
1057,1485.89084060037
1058,1487.04028520192
1059,1488.18956729744
1060,1489.33868708124
1061,1490.48764474723
1062,1491.6364404889
1063,1492.78507449931
1064,1493.93354697112
1065,1495.08185809658
1066,1496.2300080675
1067,1497.3779970753
1068,1498.525825311
1069,1499.67349296518
1070,1500.82100022804
1071,1501.96834728936
1072,1503.11553433852
1073,1504.2625615645
1074,1505.40942915586
1075,1506.55613730077
1076,1507.70268618701
1077,1508.84907600194
1078,1509.99530693255
1079,1511.1413791654
1080,1512.28729288668
1081,1513.43304828217
1082,1514.57864553728
1083,1515.72408483699
1084,1516.86936636594
1085,1518.01449030833
1086,1519.15945684801
1087,1520.30426616841
1088,1521.44891845262
1089,1522.59341388329
1090,1523.73775264273
1091,1524.88193491285
1092,1526.02596087517
1093,1527.16983071086
1094,1528.31354460068
1095,1529.45710272502
1096,1530.60050526391
1097,1531.74375239699
1098,1532.88684430352
1099,1534.0297811624
1100,1535.17256315215
1101,1536.31519045093
1102,1537.45766323652
1103,1538.59998168632
1104,1539.74214597739
1105,1540.88415628641
1106,1542.02601278969
1107,1543.16771566318
1108,1544.30926508246
1109,1545.45066122277
1110,1546.59190425896
1111,1547.73299436553
1112,1548.87393171664
1113,1550.01471648607
1114,1551.15534884724
1115,1552.29582897323
1116,1553.43615703676
1117,1554.5763332102
1118,1555.71635766556
1119,1556.8562305745
1120,1557.99595210832
1121,1559.135522438
1122,1560.27494173415
1123,1561.41421016702
1124,1562.55332790654
1125,1563.69229512229
1126,1564.83111198348
1127,1565.96977865901
1128,1567.10829531743
1129,1568.24666212692
1130,1569.38487925536
1131,1570.52294687026
1132,1571.66086513882
1133,1572.79863422787
1134,1573.93625430392
1135,1575.07372553315
1136,1576.21104808141
1137,1577.34822211419
1138,1578.48524779666
1139,1579.62212529368
1140,1580.75885476976
1141,1581.89543638906
1142,1583.03187031546
1143,1584.16815671247
1144,1585.30429574329
1145,1586.4402875708
1146,1587.57613235754
1147,1588.71183026573
1148,1589.84738145728
1149,1590.98278609377
1150,1592.11804433645
1151,1593.25315634626
1152,1594.38812228381
1153,1595.52294230941
1154,1596.65761658304
1155,1597.79214526436
1156,1598.92652851272
1157,1600.06076648715
1158,1601.19485934638
1159,1602.32880724882
1160,1603.46261035255
1161,1604.59626881536
1162,1605.72978279472
1163,1606.86315244781
1164,1607.99637793146
1165,1609.12945940224
1166,1610.26239701638
1167,1611.39519092981
1168,1612.52784129817
1169,1613.66034827678
1170,1614.79271202066
1171,1615.92493268453
1172,1617.0570104228
1173,1618.1889453896
1174,1619.32073773874
1175,1620.45238762373
1176,1621.5838951978
1177,1622.71526061386
1178,1623.84648402454
1179,1624.97756558217
1180,1626.10850543879
1181,1627.23930374612
1182,1628.36996065562
1183,1629.50047631844
1184,1630.63085088545
1185,1631.7610845072
1186,1632.89117733399
1187,1634.0211295158
1188,1635.15094120233
1189,1636.28061254301
1190,1637.41014368695
1191,1638.53953478301
1192,1639.66878597973
1193,1640.79789742539
1194,1641.92686926797
1195,1643.05570165518
1196,1644.18439473445
1197,1645.31294865291
1198,1646.44136355743
1199,1647.56963959459
1200,1648.69777691068
1201,1649.82577565173
1202,1650.95363596349
1203,1652.08135799143
1204,1653.20894188073
1205,1654.33638777632
1206,1655.46369582284
1207,1656.59086616466
1208,1657.71789894587
1209,1658.8447943103
1210,1659.97155240149
1211,1661.09817336274
1212,1662.22465733705
1213,1663.35100446717
1214,1664.47721489556
1215,1665.60328876444
1216,1666.72922621573
1217,1667.85502739112
1218,1668.98069243201
1219,1670.10622147953
1220,1671.23161467457
1221,1672.35687215774
1222,1673.48199406939
1223,1674.6069805496
1224,1675.73183173821
1225,1676.85654777478
1226,1677.98112879861
1227,1679.10557494875
1228,1680.22988636399
1229,1681.35406318286
1230,1682.47810554363
1231,1683.60201358432
1232,1684.72578744268
1233,1685.84942725623
1234,1686.9729331622
1235,1688.09630529761
1236,1689.21954379918
1237,1690.34264880342
1238,1691.46562044656
1239,1692.58845886458
1240,1693.71116419323
1241,1694.833736568
1242,1695.95617612411
1243,1697.07848299657
1244,1698.20065732011
1245,1699.32269922922
1246,1700.44460885816
1247,1701.56638634093
1248,1702.68803181128
1249,1703.80954540273
1250,1704.93092724854
1251,1706.05217748175
1252,1707.17329623513
1253,1708.29428364122
1254,1709.41513983232
1255,1710.5358649405
1256,1711.65645909757
1257,1712.7769224351
1258,1713.89725508444
1259,1715.0174571767
1260,1716.13752884272
1261,1717.25747021315
1262,1718.37728141837
1263,1719.49696258854
1264,1720.61651385357
1265,1721.73593534315
1266,1722.85522718674
1267,1723.97438951355
1268,1725.09342245257
1269,1726.21232613255
1270,1727.33110068201
1271,1728.44974622924
1272,1729.56826290231
1273,1730.68665082904
1274,1731.80491013703
1275,1732.92304095367
1276,1734.04104340609
1277,1735.15891762122
1278,1736.27666372574
1279,1737.39428184611
1280,1738.51177210859
1281,1739.62913463918
1282,1740.74636956368
1283,1741.86347700764
1284,1742.98045709642
1285,1744.09730995513
1286,1745.21403570868
1287,1746.33063448173
1288,1747.44710639874
1289,1748.56345158396
1290,1749.67967016139
1291,1750.79576225483
1292,1751.91172798786
1293,1753.02756748383
1294,1754.14328086589
1295,1755.25886825697
1296,1756.37432977977
1297,1757.48966555678
1298,1758.60487571028
1299,1759.71996036233
1300,1760.83491963478
1301,1761.94975364926
1302,1763.06446252719
1303,1764.17904638978
1304,1765.29350535803
1305,1766.40783955272
1306,1767.52204909441
1307,1768.63613410348
1308,1769.75009470008
1309,1770.86393100414
1310,1771.97764313541
1311,1773.0912312134
1312,1774.20469535743
1313,1775.31803568662
1314,1776.43125231987
1315,1777.54434537586
1316,1778.6573149731
1317,1779.77016122987
1318,1780.88288426425
1319,1781.99548419411
1320,1783.10796113713
1321,1784.22031521078
1322,1785.33254653231
1323,1786.44465521881
1324,1787.55664138712
1325,1788.66850515391
1326,1789.78024663564
1327,1790.89186594857
1328,1792.00336320876
1329,1793.11473853207
1330,1794.22599203416
1331,1795.33712383049
1332,1796.44813403634
1333,1797.55902276676
1334,1798.66979013663
1335,1799.78043626064
1336,1800.89096125324
1337,1802.00136522874
1338,1803.11164830121
1339,1804.22181058456
1340,1805.33185219248
1341,1806.44177323848
1342,1807.55157383588
1343,1808.6612540978
1344,1809.77081413716
1345,1810.8802540667
1346,1811.98957399898
1347,1813.09877404634
1348,1814.20785432096
1349,1815.31681493481
1350,1816.42565599968
1351,1817.53437762716
1352,1818.64297992867
1353,1819.75146301542
1354,1820.85982699846
1355,1821.96807198863
1356,1823.0761980966
1357,1824.18420543282
1358,1825.29209410761
1359,1826.39986423106
1360,1827.50751591308
1361,1828.61504926343
1362,1829.72246439164
1363,1830.82976140709
1364,1831.93694041896
1365,1833.04400153626
1366,1834.1509448678
1367,1835.25777052222
1368,1836.36447860799
1369,1837.47106923338
1370,1838.57754250649
1371,1839.68389853523
1372,1840.79013742735
1373,1841.8962592904
1374,1843.00226423175
1375,1844.10815235863
1376,1845.21392377804
1377,1846.31957859683
1378,1847.42511692168
1379,1848.53053885908
1380,1849.63584451535
1381,1850.74103399662
1382,1851.84610740887
1383,1852.95106485789
1384,1854.0559064493
1385,1855.16063228853
1386,1856.26524248087
1387,1857.3697371314
1388,1858.47411634506
1389,1859.57838022658
1390,1860.68252888057
1391,1861.78656241141
1392,1862.89048092336
1393,1863.99428452048
1394,1865.09797330666
1395,1866.20154738563
1396,1867.30500686095
1397,1868.40835183602
1398,1869.51158241403
1399,1870.61469869806
1400,1871.71770079099
1401,1872.82058879552
1402,1873.92336281421
1403,1875.02602294944
1404,1876.12856930343
1405,1877.23100197822
1406,1878.33332107571
1407,1879.43552669761
1408,1880.53761894547
1409,1881.6395979207
1410,1882.7414637245
1411,1883.84321645795
1412,1884.94485622195
1413,1886.04638311723
1414,1887.14779724437
1415,1888.24909870377
