n,gram_point
2466,2997.30314089032
2467,2998.32185501488
2468,2999.3405130265
2469,3000.35911495352
2470,3001.37766082421
2471,3002.39615066687
2472,3003.41458450973
2473,3004.43296238102
2474,3005.45128430892
2475,3006.46955032162
2476,3007.48776044725
2477,3008.50591471392
2478,3009.52401314974
2479,3010.54205578276
2480,3011.56004264103
2481,3012.57797375257
2482,3013.59584914535
2483,3014.61366884735
2484,3015.6314328865
2485,3016.64914129072
2486,3017.66679408789
2487,3018.68439130587
2488,3019.70193297251
2489,3020.71941911561
2490,3021.73684976296
2491,3022.75422494232
2492,3023.77154468142
2493,3024.78880900797
2494,3025.80601794967
2495,3026.82317153416
2496,3027.84026978909
2497,3028.85731274207
2498,3029.87430042067
2499,3030.89123285246
2500,3031.90811006497
2501,3032.92493208572
2502,3033.94169894219
2503,3034.95841066183
2504,3035.97506727208
2505,3036.99166880036
2506,3038.00821527405
2507,3039.02470672051
2508,3040.04114316707
2509,3041.05752464105
2510,3042.07385116974
2511,3043.09012278039
2512,3044.10633950025
2513,3045.12250135652
2514,3046.1386083764
2515,3047.15466058705
2516,3048.17065801561
2517,3049.18660068919
2518,3050.2024886349
2519,3051.21832187978
2520,3052.23410045088
2521,3053.24982437523
2522,3054.26549367982
2523,3055.28110839161
2524,3056.29666853755
2525,3057.31217414456
2526,3058.32762523955
2527,3059.34302184937
2528,3060.35836400088
2529,3061.37365172091
2530,3062.38888503625
2531,3063.40406397368
2532,3064.41918855996
2533,3065.43425882182
2534,3066.44927478595
2535,3067.46423647904
2536,3068.47914392775
2537,3069.4939971587
2538,3070.50879619852
2539,3071.52354107379
2540,3072.53823181106
2541,3073.55286843688
2542,3074.56745097776
2543,3075.58197946019
2544,3076.59645391065
2545,3077.61087435557
2546,3078.62524082137
2547,3079.63955333446
2548,3080.65381192121
2549,3081.66801660796
2550,3082.68216742105
2551,3083.69626438677
2552,3084.71030753141
2553,3085.72429688123
2554,3086.73823246245
2555,3087.7521143013
2556,3088.76594242395
2557,3089.77971685657
2558,3090.7934376253
2559,3091.80710475625
2560,3092.82071827554
2561,3093.83427820921
2562,3094.84778458333
2563,3095.86123742392
2564,3096.87463675697
2565,3097.88798260848
2566,3098.9012750044
2567,3099.91451397065
2568,3100.92769953316
2569,3101.94083171781
2570,3102.95391055046
2571,3103.96693605696
2572,3104.97990826312
2573,3105.99282719475
2574,3107.00569287762
2575,3108.01850533747
2576,3109.03126460005
2577,3110.04397069105
2578,3111.05662363616
2579,3112.06922346104
2580,3113.08177019132
2581,3114.09426385264
2582,3115.10670447057
2583,3116.11909207069
2584,3117.13142667855
2585,3118.14370831967
2586,3119.15593701957
2587,3120.16811280372
2588,3121.18023569757
2589,3122.19230572658
2590,3123.20432291615
2591,3124.21628729168
2592,3125.22819887853
2593,3126.24005770206
2594,3127.25186378759
2595,3128.26361716043
2596,3129.27531784586
2597,3130.28696586914
2598,3131.2985612555
2599,3132.31010403017
2600,3133.32159421833
2601,3134.33303184517
2602,3135.34441693582
2603,3136.35574951543
2604,3137.36702960909
2605,3138.37825724189
2606,3139.3894324389
2607,3140.40055522515
2608,3141.41162562567
2609,3142.42264366545
2610,3143.43360936947
2611,3144.44452276268
2612,3145.45538387002
2613,3146.4661927164
2614,3147.47694932671
2615,3148.48765372581
2616,3149.49830593856
2617,3150.50890598977
2618,3151.51945390425
2619,3152.52994970679
2620,3153.54039342215
2621,3154.55078507506
2622,3155.56112469024
2623,3156.57141229239
2624,3157.58164790619
2625,3158.59183155629
2626,3159.60196326732
2627,3160.61204306389
2628,3161.6220709706
2629,3162.63204701202
2630,3163.64197121268
2631,3164.65184359713
2632,3165.66166418986
2633,3166.67143301536
2634,3167.6811500981
2635,3168.69081546251
2636,3169.70042913303
2637,3170.70999113404
2638,3171.71950148994
2639,3172.72896022507
2640,3173.73836736379
2641,3174.7477229304
2642,3175.7570269492
2643,3176.76627944447
2644,3177.77548044046
2645,3178.78462996141
2646,3179.79372803153
2647,3180.80277467501
2648,3181.81176991603
2649,3182.82071377873
2650,3183.82960628725
2651,3184.8384474657
2652,3185.84723733817
2653,3186.85597592872
2654,3187.86466326141
2655,3188.87329936026
2656,3189.88188424929
2657,3190.89041795247
2658,3191.89890049377
2659,3192.90733189715
2660,3193.91571218652
2661,3194.9240413858
2662,3195.93231951886
2663,3196.94054660958
2664,3197.94872268179
2665,3198.95684775933
2666,3199.96492186599
2667,3200.97294502556
2668,3201.9809172618
2669,3202.98883859847
2670,3203.99670905927
2671,3205.00452866792
2672,3206.0122974481
2673,3207.02001542347
2674,3208.02768261767
2675,3209.03529905433
2676,3210.04286475705
2677,3211.05037974942
2678,3212.057844055
2679,3213.06525769733
2680,3214.07262069993
2681,3215.07993308631
2682,3216.08719487996
2683,3217.09440610433
2684,3218.10156678287
2685,3219.10867693902
2686,3220.11573659616
2687,3221.12274577769
2688,3222.12970450697
2689,3223.13661280735
2690,3224.14347070215
2691,3225.15027821468
2692,3226.15703536823
2693,3227.16374218607
2694,3228.17039869144
2695,3229.17700490757
2696,3230.18356085767
2697,3231.19006656493
2698,3232.19652205251
2699,3233.20292734358
2700,3234.20928246126
2701,3235.21558742866
2702,3236.22184226888
2703,3237.22804700498
2704,3238.23420166003
2705,3239.24030625705
2706,3240.24636081907
2707,3241.25236536907
2708,3242.25831993004
2709,3243.26422452492
2710,3244.27007917667
2711,3245.2758839082
2712,3246.2816387424
2713,3247.28734370217
2714,3248.29299881036
2715,3249.29860408981
2716,3250.30415956335
2717,3251.30966525379
2718,3252.3151211839
2719,3253.32052737646
2720,3254.32588385422
2721,3255.3311906399
2722,3256.33644775621
2723,3257.34165522585
2724,3258.34681307149
2725,3259.35192131577
2726,3260.35697998135
2727,3261.36198909082
2728,3262.36694866679
2729,3263.37185873184
2730,3264.37671930853
2731,3265.38153041939
2732,3266.38629208696
2733,3267.39100433373
2734,3268.39566718219
2735,3269.40028065481
2736,3270.40484477403
2737,3271.40935956228
2738,3272.41382504198
2739,3273.41824123552
2740,3274.42260816527
2741,3275.42692585358
2742,3276.4311943228
2743,3277.43541359524
2744,3278.4395836932
2745,3279.44370463897
2746,3280.4477764548
2747,3281.45179916295
2748,3282.45577278563
2749,3283.45969734506
2750,3284.46357286343
2751,3285.46739936291
2752,3286.47117686566
2753,3287.4749053938
2754,3288.47858496946
2755,3289.48221561474
2756,3290.48579735171
2757,3291.48933020244
2758,3292.49281418898
2759,3293.49624933334
2760,3294.49963565755
2761,3295.50297318359
2762,3296.50626193343
2763,3297.50950192903
2764,3298.51269319232
2765,3299.51583574523
2766,3300.51892960965
2767,3301.52197480747
2768,3302.52497136055
2769,3303.52791929075
2770,3304.53081861987
2771,3305.53366936975
2772,3306.53647156218
2773,3307.53922521892
2774,3308.54193036174
2775,3309.54458701238
2776,3310.54719519256
2777,3311.54975492399
2778,3312.55226622835
2779,3313.55472912731
2780,3314.55714364253
2781,3315.55950979564
2782,3316.56182760826
2783,3317.56409710198
2784,3318.56631829838
2785,3319.56849121904
2786,3320.5706158855
2787,3321.57269231929
2788,3322.57472054192
2789,3323.57670057488
2790,3324.57863243965
2791,3325.58051615769
2792,3326.58235175044
2793,3327.58413923933
2794,3328.58587864576
2795,3329.58756999113
2796,3330.5892132968
2797,3331.59080858414
2798,3332.59235587448
2799,3333.59385518914
2800,3334.59530654942
2801,3335.59670997662
2802,3336.59806549199
2803,3337.5993731168
2804,3338.60063287228
2805,3339.60184477965
2806,3340.6030088601
2807,3341.60412513482
2808,3342.60519362498
2809,3343.60621435173
2810,3344.6071873362
2811,3345.6081125995
2812,3346.60899016274
2813,3347.60982004699
2814,3348.61060227332
2815,3349.61133686278
2816,3350.6120238364
2817,3351.61266321519
2818,3352.61325502015
2819,3353.61379927226
2820,3354.61429599248
2821,3355.61474520177
2822,3356.61514692104
2823,3357.61550117122
2824,3358.61580797319
2825,3359.61606734785
2826,3360.61627931605
2827,3361.61644389863
2828,3362.61656111644
2829,3363.61663099027
2830,3364.61665354093
2831,3365.61662878919
2832,3366.61655675583
2833,3367.61643746158
2834,3368.61627092718
2835,3369.61605717333
2836,3370.61579622074
2837,3371.61548809009
2838,3372.61513280204
2839,3373.61473037723
2840,3374.61428083631
2841,3375.61378419987
2842,3376.61324048853
2843,3377.61264972286
2844,3378.61201192343
2845,3379.61132711078
2846,3380.61059530546
2847,3381.60981652797
2848,3382.60899079882
2849,3383.60811813849
2850,3384.60719856744
2851,3385.60623210614
2852,3386.605218775
2853,3387.60415859447
2854,3388.60305158492
2855,3389.60189776677
2856,3390.60069716036
2857,3391.59944978606
2858,3392.59815566421
2859,3393.59681481512
2860,3394.59542725911
2861,3395.59399301646
2862,3396.59251210744
2863,3397.59098455233
2864,3398.58941037135
2865,3399.58778958474
2866,3400.58612221269
2867,3401.58440827542
2868,3402.58264779309
2869,3403.58084078587
2870,3404.57898727391
2871,3405.57708727733
2872,3406.57514081624
2873,3407.57314791076
2874,3408.57110858096
2875,3409.56902284691
2876,3410.56689072866
2877,3411.56471224624
2878,3412.56248741968
2879,3413.56021626898
2880,3414.55789881412
2881,3415.55553507509
2882,3416.55312507184
2883,3417.55066882431
2884,3418.54816635242
2885,3419.54561767609
2886,3420.54302281521
2887,3421.54038178966
2888,3422.5376946193
2889,3423.53496132398
2890,3424.53218192354
2891,3425.52935643779
2892,3426.52648488653
2893,3427.52356728955
2894,3428.52060366661
2895,3429.51759403748
2896,3430.5145384219
2897,3431.51143683958
2898,3432.50828931023
2899,3433.50509585356
2900,3434.50185648923
2901,3435.49857123691
2902,3436.49524011625
2903,3437.49186314689
2904,3438.48844034842
2905,3439.48497174047
2906,3440.48145734261
2907,3441.47789717442
2908,3442.47429125545
2909,3443.47063960524
2910,3444.46694224332
2911,3445.46319918919
2912,3446.45941046236
2913,3447.45557608231
2914,3448.45169606849
2915,3449.44777044036
2916,3450.44379921736
2917,3451.43978241889
2918,3452.43572006438
2919,3453.4316121732
2920,3454.42745876473
2921,3455.42325985834
2922,3456.41901547336
2923,3457.41472562912
2924,3458.41039034495
2925,3459.40600964014
2926,3460.40158353397
2927,3461.39711204571
2928,3462.39259519463
2929,3463.38803299996
2930,3464.38342548092
2931,3465.37877265673
2932,3466.37407454658
2933,3467.36933116966
2934,3468.36454254512
2935,3469.35970869213
2936,3470.35482962981
2937,3471.34990537729
2938,3472.34493595368
2939,3473.33992137807
2940,3474.33486166953
2941,3475.32975684714
2942,3476.32460692993
2943,3477.31941193695
2944,3478.3141718872
2945,3479.30888679971
2946,3480.30355669345
2947,3481.29818158741
2948,3482.29276150053
2949,3483.28729645178
2950,3484.28178646008
2951,3485.27623154435
2952,3486.27063172349
2953,3487.26498701639
2954,3488.25929744193
2955,3489.25356301896
2956,3490.24778376633
2957,3491.24195970287
2958,3492.2360908474
2959,3493.23017721871
2960,3494.2242188356
2961,3495.21821571685
2962,3496.2121678812
2963,3497.2060753474
2964,3498.19993813419
2965,3499.19375626027
2966,3500.18752974436
2967,3501.18125860514
2968,3502.17494286128
2969,3503.16858253144
2970,3504.16217763426
2971,3505.15572818839
2972,3506.14923421243
2973,3507.14269572498
2974,3508.13611274464
2975,3509.12948528998
2976,3510.12281337955
2977,3511.11609703191
2978,3512.10933626559
2979,3513.1025310991
2980,3514.09568155095
2981,3515.08878763962
2982,3516.0818493836
2983,3517.07486680135
2984,3518.06783991131
2985,3519.06076873191
2986,3520.05365328158
2987,3521.04649357873
2988,3522.03928964174
2989,3523.03204148899
2990,3524.02474913884
2991,3525.01741260966
2992,3526.01003191976
2993,3527.00260708749
2994,3527.99513813113
2995,3528.987625069
2996,3529.98006791937
2997,3530.9724667005
2998,3531.96482143066
2999,3532.95713212808
3000,3533.94939881098
3001,3534.94162149759
3002,3535.93380020609
3003,3536.92593495467
3004,3537.91802576151
3005,3538.91007264477
3006,3539.90207562257
3007,3540.89403471307
3008,3541.88594993437
3009,3542.87782130457
3010,3543.86964884177
3011,3544.86143256404
3012,3545.85317248944
3013,3546.84486863603
3014,3547.83652102183
3015,3548.82812966487
3016,3549.81969458316
3017,3550.81121579469
3018,3551.80269331745
3019,3552.7941271694
3020,3553.78551736849
3021,3554.77686393267
3022,3555.76816687986
3023,3556.75942622798
3024,3557.75064199493
3025,3558.7418141986
3026,3559.73294285685
3027,3560.72402798756
3028,3561.71506960856
3029,3562.7060677377
3030,3563.69702239279
3031,3564.68793359164
3032,3565.67880135204
3033,3566.66962569178
3034,3567.66040662862
3035,3568.65114418032
3036,3569.64183836462
3037,3570.63248919924
3038,3571.62309670191
3039,3572.61366089031
3040,3573.60418178215
3041,3574.5946593951
3042,3575.58509374681
3043,3576.57548485494
3044,3577.56583273712
3045,3578.55613741098
3046,3579.54639889413
3047,3580.53661720416
3048,3581.52679235865
3049,3582.51692437519
3050,3583.50701327132
3051,3584.49705906458
3052,3585.48706177252
3053,3586.47702141265
3054,3587.46693800248
3055,3588.45681155949
3056,3589.44664210117
3057,3590.43642964499
3058,3591.42617420839
3059,3592.41587580883
3060,3593.40553446372
3061,3594.39515019049
3062,3595.38472300653
3063,3596.37425292924
3064,3597.363739976
3065,3598.35318416415
3066,3599.34258551107
3067,3600.33194403409
3068,3601.32125975052
3069,3602.31053267769
3070,3603.2997628329
3071,3604.28895023343
3072,3605.27809489655
3073,3606.26719683954
3074,3607.25625607963
3075,3608.24527263408
3076,3609.23424652008
3077,3610.22317775488
3078,3611.21206635565
3079,3612.20091233958
3080,3613.18971572386
3081,3614.17847652563
3082,3615.16719476206
3083,3616.15587045026
3084,3617.14450360738
3085,3618.13309425051
3086,3619.12164239676
3087,3620.11014806321
3088,3621.09861126694
3089,3622.087032025
3090,3623.07541035445
3091,3624.06374627231
3092,3625.05203979562
3093,3626.04029094138
3094,3627.02849972659
3095,3628.01666616824
3096,3629.0047902833
3097,3629.99287208874
3098,3630.98091160149
3099,3631.96890883851
3100,3632.9568638167
3101,3633.94477655299
3102,3634.93264706428
3103,3635.92047536744
3104,3636.90826147936
3105,3637.8960054169
3106,3638.8837071969
3107,3639.87136683621
3108,3640.85898435165
3109,3641.84655976004
3110,3642.83409307818
3111,3643.82158432285
3112,3644.80903351084
3113,3645.79644065891
3114,3646.7838057838
3115,3647.77112890227
3116,3648.75841003104
3117,3649.74564918682
3118,3650.73284638632
3119,3651.72000164624
3120,3652.70711498325
3121,3653.69418641401
3122,3654.6812159552
3123,3655.66820362344
3124,3656.65514943538
3125,3657.64205340763
3126,3658.62891555679
3127,3659.61573589947
3128,3660.60251445225
3129,3661.5892512317
3130,3662.57594625438
3131,3663.56259953684
3132,3664.54921109561
3133,3665.53578094722
3134,3666.52230910818
3135,3667.50879559499
3136,3668.49524042414
3137,3669.4816436121
3138,3670.46800517534
3139,3671.45432513031
3140,3672.44060349346
3141,3673.4268402812
3142,3674.41303550997
3143,3675.39918919616
3144,3676.38530135617
3145,3677.37137200638
3146,3678.35740116316
3147,3679.34338884287
3148,3680.32933506185
3149,3681.31523983645
3150,3682.30110318297
3151,3683.28692511774
3152,3684.27270565706
3153,3685.25844481721
3154,3686.24414261447
3155,3687.2297990651
3156,3688.21541418536
3157,3689.20098799148
3158,3690.18652049971
3159,3691.17201172625
3160,3692.15746168732
3161,3693.1428703991
3162,3694.12823787778
3163,3695.11356413954
3164,3696.09884920054
3165,3697.08409307692
3166,3698.06929578482
3167,3699.05445734036
3168,3700.03957775967
3169,3701.02465705884
3170,3702.00969525396
3171,3702.99469236113
3172,3703.97964839639
3173,3704.96456337582
3174,3705.94943731545
3175,3706.93427023132
3176,3707.91906213946
3177,3708.90381305587
3178,3709.88852299656
3179,3710.87319197751
3180,3711.85782001471
3181,3712.84240712411
3182,3713.82695332167
3183,3714.81145862334
3184,3715.79592304504
3185,3716.7803466027
3186,3717.76472931223
3187,3718.74907118953
3188,3719.73337225048
3189,3720.71763251095
3190,3721.70185198682
3191,3722.68603069393
3192,3723.67016864814
3193,3724.65426586526
3194,3725.63832236111
3195,3726.62233815152
3196,3727.60631325227
3197,3728.59024767915
3198,3729.57414144793
3199,3730.55799457438
3200,3731.54180707425
3201,3732.52557896328
3202,3733.50931025721
3203,3734.49300097175
3204,3735.47665112261
3205,3736.46026072549
3206,3737.44382979607
3207,3738.42735835003
3208,3739.41084640303
3209,3740.39429397073
3210,3741.37770106877
3211,3742.36106771277
3212,3743.34439391836
3213,3744.32767970116
3214,3745.31092507674
3215,3746.29413006072
3216,3747.27729466865
3217,3748.2604189161
3218,3749.24350281863
3219,3750.22654639179
3220,3751.2095496511
3221,3752.19251261208
3222,3753.17543529026
3223,3754.15831770112
3224,3755.14115986015
3225,3756.12396178284
3226,3757.10672348465
3227,3758.08944498104
3228,3759.07212628745
3229,3760.05476741932
3230,3761.03736839207
3231,3762.01992922112
3232,3763.00244992186
3233,3763.9849305097
3234,3764.96737100001
3235,3765.94977140815
3236,3766.9321317495
3237,3767.9144520394
3238,3768.89673229318
3239,3769.87897252618
3240,3770.86117275371
3241,3771.84333299108
3242,3772.82545325359
3243,3773.80753355651
3244,3774.78957391512
3245,3775.77157434469
3246,3776.75353486047
3247,3777.7354554777
3248,3778.71733621161
3249,3779.69917707743
3250,3780.68097809035
3251,3781.6627392656
3252,3782.64446061835
3253,3783.62614216377
3254,3784.60778391706
3255,3785.58938589334
3256,3786.57094810779
3257,3787.55247057553
3258,3788.53395331168
3259,3789.51539633137
3260,3790.4967996497
3261,3791.47816328177
3262,3792.45948724265
3263,3793.44077154743
3264,3794.42201621117
3265,3795.40322124891
3266,3796.38438667571
3267,3797.3655125066
3268,3798.34659875659
3269,3799.32764544069
3270,3800.30865257392
3271,3801.28962017126
3272,3802.27054824769
3273,3803.25143681819
3274,3804.2322858977
3275,3805.21309550119
3276,3806.19386564358
3277,3807.17459633981
3278,3808.15528760481
3279,3809.13593945346
3280,3810.11655190068
3281,3811.09712496136
3282,3812.07765865036
3283,3813.05815298256
3284,3814.03860797282
3285,3815.01902363597
3286,3815.99939998687
3287,3816.97973704033
3288,3817.96003481117
3289,3818.94029331419
3290,3819.9205125642
3291,3820.90069257598
3292,3821.8808333643
3293,3822.86093494394
3294,3823.84099732964
3295,3824.82102053615
3296,3825.80100457821
3297,3826.78094947054
3298,3827.76085522786
3299,3828.74072186487
3300,3829.72054939627
3301,3830.70033783673
3302,3831.68008720095
3303,3832.65979750358
3304,3833.63946875927
3305,3834.61910098268
3306,3835.59869418843
3307,3836.57824839116
3308,3837.55776360547
3309,3838.53723984597
3310,3839.51667712725
3311,3840.49607546391
3312,3841.47543487051
3313,3842.45475536163
3314,3843.43403695181
3315,3844.4132796556
3316,3845.39248348754
3317,3846.37164846216
3318,3847.35077459396
3319,3848.32986189745
3320,3849.30891038713
3321,3850.28792007749
3322,3851.266890983
3323,3852.24582311813
3324,3853.22471649733
3325,3854.20357113506
3326,3855.18238704574
3327,3856.16116424381
3328,3857.13990274368
3329,3858.11860255976
3330,3859.09726370645
3331,3860.07588619813
3332,3861.05447004919
3333,3862.03301527399
3334,3863.01152188689
3335,3863.98998990224
3336,3864.96841933438
3337,3865.94681019764
3338,3866.92516250634
3339,3867.90347627479
3340,3868.88175151729
3341,3869.85998824813
3342,3870.83818648159
3343,3871.81634623195
3344,3872.79446751346
3345,3873.77255034039
3346,3874.75059472696
3347,3875.72860068741
3348,3876.70656823598
3349,3877.68449738687
3350,3878.66238815428
3351,3879.64024055241
3352,3880.61805459545
3353,3881.59583029757
3354,3882.57356767294
3355,3883.55126673572
3356,3884.52892750005
3357,3885.50654998006
3358,3886.4841341899
3359,3887.46168014367
3360,3888.43918785548
3361,3889.41665733944
3362,3890.39408860964
3363,3891.37148168015
3364,3892.34883656505
3365,3893.3261532784
3366,3894.30343183425
3367,3895.28067224665
3368,3896.25787452962
3369,3897.23503869719
3370,3898.21216476339
3371,3899.1892527422
3372,3900.16630264763
3373,3901.14331449367
3374,3902.12028829429
3375,3903.09722406346
3376,3904.07412181514
3377,3905.05098156328
3378,3906.02780332182
3379,3907.00458710468
3380,3907.9813329258
3381,3908.95804079908
3382,3909.93471073842
3383,3910.91134275772
3384,3911.88793687086
3385,3912.86449309172
3386,3913.84101143417
3387,3914.81749191205
3388,3915.79393453923
3389,3916.77033932952
3390,3917.74670629677
3391,3918.7230354548
3392,3919.69932681741
3393,3920.6755803984
3394,3921.65179621157
3395,3922.6279742707
3396,3923.60411458957
3397,3924.58021718193
3398,3925.55628206155
3399,3926.53230924217
3400,3927.50829873752
3401,3928.48425056134
3402,3929.46016472734
3403,3930.43604124924
3404,3931.41188014073
3405,3932.38768141551
3406,3933.36344508726
3407,3934.33917116965
3408,3935.31485967635
3409,3936.29051062101
3410,3937.26612401728
3411,3938.24169987879
3412,3939.21723821918
3413,3940.19273905207
3414,3941.16820239105
3415,3942.14362824975
3416,3943.11901664174
3417,3944.09436758061
3418,3945.06968107994
3419,3946.04495715329
3420,3947.02019581422
3421,3947.99539707627
3422,3948.97056095298
3423,3949.94568745789
3424,3950.92077660452
3425,3951.89582840636
3426,3952.87084287694
3427,3953.84582002974
3428,3954.82075987825
3429,3955.79566243595
3430,3956.77052771629
3431,3957.74535573275
3432,3958.72014649876
3433,3959.69490002778
3434,3960.66961633323
3435,3961.64429542854
3436,3962.61893732711
3437,3963.59354204237
3438,3964.56810958769
3439,3965.54263997648
3440,3966.51713322211
3441,3967.49158933795
3442,3968.46600833736
3443,3969.44039023369
3444,3970.4147350403
3445,3971.38904277051
3446,3972.36331343765
3447,3973.33754705505
3448,3974.311743636
3449,3975.28590319381
3450,3976.26002574177
3451,3977.23411129317
3452,3978.20815986127
3453,3979.18217145936
3454,3980.15614610067
3455,3981.13008379846
3456,3982.10398456597
3457,3983.07784841644
3458,3984.05167536308
3459,3985.0254654191
3460,3985.99921859772
3461,3986.97293491213
3462,3987.94661437552
3463,3988.92025700107
3464,3989.89386280194
3465,3990.8674317913
3466,3991.84096398231
3467,3992.81445938811
3468,3993.78791802184
3469,3994.76133989662
3470,3995.73472502557
3471,3996.70807342181
3472,3997.68138509843
3473,3998.65466006854
3474,3999.62789834521
3475,4000.60109994153
3476,4001.57426487056
3477,4002.54739314537
3478,4003.520484779
3479,4004.49353978449
3480,4005.46655817489
3481,4006.43953996321
3482,4007.41248516248
3483,4008.38539378571
3484,4009.35826584589
3485,4010.33110135602
3486,4011.30390032909
3487,4012.27666277806
3488,4013.24938871591
3489,4014.22207815559
3490,4015.19473111005
3491,4016.16734759225
3492,4017.1399276151
3493,4018.11247119154
3494,4019.08497833449
3495,4020.05744905684
3496,4021.02988337151
3497,4022.00228129138
3498,4022.97464282934
3499,4023.94696799827
3500,4024.91925681102
3501,4025.89150928047
3502,4026.86372541945
3503,4027.83590524082
3504,4028.80804875741
3505,4029.78015598203
3506,4030.75222692752
3507,4031.72426160668
3508,4032.6962600323
3509,4033.66822221719
3510,4034.64014817413
3511,4035.61203791589
3512,4036.58389145524
3513,4037.55570880494
3514,4038.52748997775
3515,4039.4992349864
3516,4040.47094384364
3517,4041.44261656219
3518,4042.41425315476
3519,4043.38585363408
3520,4044.35741801284
3521,4045.32894630373
3522,4046.30043851945
3523,4047.27189467268
3524,4048.24331477607
3525,4049.2146988423
3526,4050.18604688401
3527,4051.15735891386
3528,4052.12863494449
3529,4053.09987498851
3530,4054.07107905856
3531,4055.04224716725
3532,4056.01337932718
3533,4056.98447555095
3534,4057.95553585115
3535,4058.92656024036
3536,4059.89754873115
3537,4060.8685013361
3538,4061.83941806775
3539,4062.81029893866
3540,4063.78114396137
3541,4064.75195314841
3542,4065.72272651231
3543,4066.69346406558
3544,4067.66416582074
3545,4068.63483179028
3546,4069.6054619867
3547,4070.57605642248
3548,4071.54661511011
3549,4072.51713806205
3550,4073.48762529077
3551,4074.45807680871
3552,4075.42849262832
3553,4076.39887276205
3554,4077.36921722232
3555,4078.33952602156
3556,4079.30979917217
3557,4080.28003668657
3558,4081.25023857715
3559,4082.22040485631
3560,4083.19053553643
3561,4084.16063062988
3562,4085.13069014902
3563,4086.10071410623
3564,4087.07070251385
3565,4088.04065538423
3566,4089.0105727297
3567,4089.98045456258
3568,4090.95030089521
3569,4091.92011173989
3570,4092.88988710892
3571,4093.85962701461
3572,4094.82933146925
3573,4095.79900048511
3574,4096.76863407447
3575,4097.73823224959
3576,4098.70779502274
3577,4099.67732240616
3578,4100.6468144121
3579,4101.61627105279
3580,4102.58569234046
3581,4103.55507828733
3582,4104.52442890561
3583,4105.4937442075
3584,4106.46302420521
3585,4107.43226891092
3586,4108.40147833681
3587,4109.37065249506
3588,4110.33979139783
3589,4111.30889505728
3590,4112.27796348557
3591,4113.24699669482
3592,4114.21599469719
3593,4115.1849575048
3594,4116.15388512976
3595,4117.12277758419
3596,4118.0916348802
3597,4119.06045702989
3598,4120.02924404533
3599,4120.99799593862
3600,4121.96671272184
3601,4122.93539440703
3602,4123.90404100628
3603,4124.87265253162
3604,4125.84122899511
3605,4126.80977040878
3606,4127.77827678466
3607,4128.74674813477
3608,4129.71518447112
3609,4130.68358580573
3610,4131.65195215059
3611,4132.6202835177
3612,4133.58857991903
3613,4134.55684136657
3614,4135.52506787228
3615,4136.49325944814
3616,4137.46141610608
3617,4138.42953785806
3618,4139.39762471602
3619,4140.36567669189
3620,4141.3336937976
3621,4142.30167604505
3622,4143.26962344617
3623,4144.23753601286
3624,4145.205413757
3625,4146.1732566905
3626,4147.14106482522
3627,4148.10883817304
3628,4149.07657674583
3629,4150.04428055544
3630,4151.01194961372
3631,4151.97958393253
3632,4152.94718352369
3633,4153.91474839903
3634,4154.88227857038
3635,4155.84977404955
3636,4156.81723484834
3637,4157.78466097856
3638,4158.75205245199
3639,4159.71940928043
3640,4160.68673147564
3641,4161.6540190494
3642,4162.62127201348
3643,4163.58849037962
3644,4164.55567415958
3645,4165.5228233651
3646,4166.48993800791
3647,4167.45701809973
3648,4168.42406365229
3649,4169.3910746773
3650,4170.35805118646
3651,4171.32499319148
3652,4172.29190070403
3653,4173.25877373581
3654,4174.22561229849
3655,4175.19241640374
3656,4176.15918606322
3657,4177.12592128858
3658,4178.09262209148
3659,4179.05928848354
3660,4180.02592047642
3661,4180.99251808172
3662,4181.95908131107
3663,4182.92561017608
3664,4183.89210468836
3665,4184.85856485949
3666,4185.82499070108
3667,4186.7913822247
3668,4187.75773944193
3669,4188.72406236434
3670,4189.69035100349
3671,4190.65660537093
3672,4191.62282547822
3673,4192.58901133688
3674,4193.55516295846
3675,4194.52128035448
3676,4195.48736353645
3677,4196.4534125159
3678,4197.41942730433
3679,4198.38540791322
3680,4199.35135435408
3681,4200.31726663839
3682,4201.28314477762
3683,4202.24898878325
3684,4203.21479866673
3685,4204.18057443953
3686,4205.14631611308
3687,4206.11202369884
3688,4207.07769720823
3689,4208.04333665268
3690,4209.00894204362
3691,4209.97451339246
3692,4210.94005071061
3693,4211.90555400945
3694,4212.8710233004
3695,4213.83645859482
3696,4214.80185990411
3697,4215.76722723963
3698,4216.73256061275
3699,4217.69786003483
3700,4218.66312551721
3701,4219.62835707125
3702,4220.59355470827
3703,4221.55871843961
3704,4222.5238482766
3705,4223.48894423054
3706,4224.45400631275
3707,4225.41903453453
3708,4226.38402890718
3709,4227.34898944199
3710,4228.31391615023
3711,4229.27880904319
3712,4230.24366813213
3713,4231.20849342832
3714,4232.173284943
3715,4233.13804268743
3716,4234.10276667285
3717,4235.06745691049
3718,4236.03211341158
3719,4236.99673618733
3720,4237.96132524898
3721,4238.92588060771
3722,4239.89040227474
3723,4240.85489026125
3724,4241.81934457843
3725,4242.78376523746
3726,4243.74815224952
3727,4244.71250562577
3728,4245.67682537737
3729,4246.64111151548
3730,4247.60536405123
3731,4248.56958299578
3732,4249.53376836024
3733,4250.49792015576
3734,4251.46203839344
3735,4252.42612308441
3736,4253.39017423976
3737,4254.35419187059
3738,4255.31817598801
