z_value_1,z_cos_term_1_1,z_cos_term_2_1,z_cos_term_3_1,z_cos_term_4_1,z_cos_term_5_1,z_cos_term_6_1,z_cos_term_7_1,z_cos_term_8_1,z_cos_term_9_1,z_cos_term_10_1,z_sin_term_2_1,z_sin_term_3_1,z_sin_term_4_1,z_sin_term_5_1,z_sin_term_6_1,z_sin_term_7_1,z_sin_term_8_1,z_sin_term_9_1,z_sin_term_10_1,z_value_2,z_cos_term_1_2,z_cos_term_2_2,z_cos_term_3_2,z_cos_term_4_2,z_cos_term_5_2,z_cos_term_6_2,z_cos_term_7_2,z_cos_term_8_2,z_cos_term_9_2,z_cos_term_10_2,z_sin_term_2_2,z_sin_term_3_2,z_sin_term_4_2,z_sin_term_5_2,z_sin_term_6_2,z_sin_term_7_2,z_sin_term_8_2,z_sin_term_9_2,z_sin_term_10_2
3.42806518187208,1.0,0.637990963505977,0.270254721344864,0.314064938960533,0.362556752456048,0.327980509106763,0.376822902494494,0.0817457042442971,-0.187258104473336,0.311140043461047,-0.304905773124608,0.510191845215252,-0.389054256005145,0.261825516801789,0.243095562100042,0.0293537563655479,-0.343973312682254,0.2757635099504,0.0564966667605982,-1.5318206737837,-1.0,-0.646397493341863,0.211677209537158,-0.335659438797288,0.442213569109509,-0.017147282795172,-0.377682619406319,-0.110740093039276,0.243718851258458,0.304961817692982,0.286653589897905,-0.537146248517008,0.370584323934904,0.0666870249406065,-0.407888020612777,-0.0145938978866019,0.335762761177669,0.227403237998866,-0.0836557813267718
-1.5318206737837,-1.0,-0.646397493341863,0.211677209537158,-0.335659438797288,0.442213569109509,-0.017147282795172,-0.377682619406319,-0.110740093039276,0.243718851258458,0.304961817692982,0.286653589897905,-0.537146248517008,0.370584323934904,0.0666870249406065,-0.407888020612777,-0.0145938978866019,0.335762761177669,0.227403237998866,-0.0836557813267718,2.34018166849673,1.0,0.69346550743951,0.420135659106469,0.461788820016678,-0.403264160823048,0.346086471573032,-0.372616970542266,0.293736483085762,0.0196946107723154,-0.30637297921039,0.138222972011396,-0.396004244018302,0.19170572685135,0.19333395096486,-0.216542884576695,0.0633540537065084,0.196771132294369,-0.332751008139176,0.0783300555964953
2.34018166849673,1.0,0.69346550743951,0.420135659106469,0.461788820016678,-0.403264160823048,0.346086471573032,-0.372616970542266,0.293736483085762,0.0196946107723154,-0.30637297921039,0.138222972011396,-0.396004244018302,0.19170572685135,0.19333395096486,-0.216542884576695,0.0633540537065084,0.196771132294369,-0.332751008139176,0.0783300555964953,-1.45742704787401,-1.0,0.663640084316689,-0.547600928641408,-0.380836323023726,-0.410508081085648,0.318755711074499,-0.169759859954314,0.173656456886305,-0.266400220764533,0.315740377116139,-0.244093913254996,0.182938668095078,0.323981010347471,-0.177434820042118,-0.255071486693549,0.337696213786051,-0.307966613420505,0.200354769066572,0.0175503349984706
-1.45742704787401,-1.0,0.663640084316689,-0.547600928641408,-0.380836323023726,-0.410508081085648,0.318755711074499,-0.169759859954314,0.173656456886305,-0.266400220764533,0.315740377116139,-0.244093913254996,0.182938668095078,0.323981010347471,-0.177434820042118,-0.255071486693549,0.337696213786051,-0.307966613420505,0.200354769066572,0.0175503349984706,2.84509123805192,1.0,0.668963755079703,0.303578953986667,0.395025011220683,0.380993091968795,0.315593647499313,-0.342507249363657,0.194032952173335,-0.149012970726064,0.201217629261153,-0.229101493643456,0.4910938322049,-0.30652119096418,-0.23418852207582,0.258973582291218,0.15983093252085,-0.295552387016076,0.298171503780131,-0.243949719562293
2.84509123805192,1.0,0.668963755079703,0.303578953986667,0.395025011220683,0.380993091968795,0.315593647499313,-0.342507249363657,0.194032952173335,-0.149012970726064,0.201217629261153,-0.229101493643456,0.4910938322049,-0.30652119096418,-0.23418852207582,0.258973582291218,0.15983093252085,-0.295552387016076,0.298171503780131,-0.243949719562293,-0.925264643315365,-1.0,0.707094389626921,0.553531517412825,-0.499964951683735,-0.317099719891936,-0.392086077821089,-0.167553520470208,0.353497629877867,-0.279460948205348,0.225539561065763,0.00418618658596749,-0.16412249255964,-0.00592005809771881,0.315353401193733,0.113732907487417,-0.338796340941254,0.00627898644133979,0.181693944696236,-0.22165718214004
-0.925264643315365,-1.0,0.707094389626921,0.553531517412825,-0.499964951683735,-0.317099719891936,-0.392086077821089,-0.167553520470208,0.353497629877867,-0.279460948205348,0.225539561065763,0.00418618658596749,-0.16412249255964,-0.00592005809771881,0.315353401193733,0.113732907487417,-0.338796340941254,0.00627898644133979,0.181693944696236,-0.22165718214004,2.93812153849374,1.0,0.603282809163249,0.17349750975576,0.227900295663793,0.38505101067369,0.307780500980305,0.376110612487838,-0.0266647434272493,-0.27313056155043,0.316191240220366,0.368849362434178,-0.550665004736894,0.445040959054732,-0.227454872841119,-0.268212285108231,0.0373891699716172,0.352546438725395,-0.191078014062994,0.00480620514616638
2.93812153849374,1.0,0.603282809163249,0.17349750975576,0.227900295663793,0.38505101067369,0.307780500980305,0.376110612487838,-0.0266647434272493,-0.27313056155043,0.316191240220366,0.368849362434178,-0.550665004736894,0.445040959054732,-0.227454872841119,-0.268212285108231,0.0373891699716172,0.352546438725395,-0.191078014062994,0.00480620514616638,-1.78672175236622,-1.0,0.228232990486072,-0.24252125964972,0.395819404107563,-0.446267852639197,-0.295303357494365,-0.333359679919371,-0.294794587826816,0.215700210569152,0.0823983464687743,0.669260563647511,-0.523943481638284,-0.305494679711339,-0.0290689473631204,0.281891102589673,0.178124862557694,-0.195182353167538,-0.254134866304359,0.305303967382037
-1.78672175236622,-1.0,0.228232990486072,-0.24252125964972,0.395819404107563,-0.446267852639197,-0.295303357494365,-0.333359679919371,-0.294794587826816,0.215700210569152,0.0823983464687743,0.669260563647511,-0.523943481638284,-0.305494679711339,-0.0290689473631204,0.281891102589673,0.178124862557694,-0.195182353167538,-0.254134866304359,0.305303967382037,1.09875693004599,1.0,-0.327125823202509,-0.482052777311906,-0.285977391588147,0.266090797291423,0.356879087045825,0.275454005242321,0.350664090882425,0.1314164268949,-0.312372587930831,0.626888104683827,-0.317739599702668,-0.410142574601125,0.359438016348876,-0.19825232380985,-0.258809261528845,-0.0451075976483163,0.306334512997293,0.0492276985994188
1.09875693004599,1.0,-0.327125823202509,-0.482052777311906,-0.285977391588147,0.266090797291423,0.356879087045825,0.275454005242321,0.350664090882425,0.1314164268949,-0.312372587930831,0.626888104683827,-0.317739599702668,-0.410142574601125,0.359438016348876,-0.19825232380985,-0.258809261528845,-0.0451075976483163,0.306334512997293,0.0492276985994188,-3.66290294911991,-1.0,-0.694811813847057,-0.568388764015057,-0.46552691332288,0.193828765868802,-0.408226498608728,-0.275171776834628,-0.299501291157461,-0.312798240783791,0.0817619583973645,0.131288016736343,-0.101328901478155,0.182440930089911,-0.403026561806759,0.00421811573158089,0.259109313014443,0.187880218743257,-0.115188418140352,-0.305475010694865
-3.66290294911991,-1.0,-0.694811813847057,-0.568388764015057,-0.46552691332288,0.193828765868802,-0.408226498608728,-0.275171776834628,-0.299501291157461,-0.312798240783791,0.0817619583973645,0.131288016736343,-0.101328901478155,0.182440930089911,-0.403026561806759,0.00421811573158089,0.259109313014443,0.187880218743257,-0.115188418140352,-0.305475010694865,0.688292371691843,1.0,-0.495790704332164,-0.574037106503978,-0.00838315499565208,-0.442658675588925,0.315741837039766,0.324374664842969,0.256207932805723,0.325703865953588,0.187367552850964,-0.504174153936729,0.0617635304194484,0.499929717772727,-0.0636655081332014,0.258792888251243,-0.194005720702134,-0.243633936813857,-0.0709091165788892,0.254741830366827
0.688292371691843,1.0,-0.495790704332164,-0.574037106503978,-0.00838315499565208,-0.442658675588925,0.315741837039766,0.324374664842969,0.256207932805723,0.325703865953588,0.187367552850964,-0.504174153936729,0.0617635304194484,0.499929717772727,-0.0636655081332014,0.258792888251243,-0.194005720702134,-0.243633936813857,-0.0709091165788892,0.254741830366827,-2.0112138915175,-1.0,0.188027067922424,-0.553773105342435,0.429291643456991,0.0045626889134443,-0.00719274203504798,-0.374348036015034,-0.255450431966853,-0.279995971067876,-0.305684894845482,-0.681649339270931,0.16330548408651,0.256337053228743,0.447190319517182,-0.408184922711121,0.0521602414567788,0.244428060598509,0.18086837008407,-0.0809737306989543
